molecule,pred_bde,pred_bdfe,bond_index
CC1CCC(C(=O)C1)C(C)C,100.80898,91.64309,13
CC1CCC(C(=O)C1)C(C)C,95.45504,85.97965,14
CC1CCC(C(=O)C1)C(C)C,97.912415,88.97967,15
CC1CCC(C(=O)C1)C(C)C,97.912415,88.97967,16
CC1CCC(C(=O)C1)C(C)C,96.27215,87.370605,17
CC1CCC(C(=O)C1)C(C)C,96.27215,87.370605,18
CC1CCC(C(=O)C1)C(C)C,87.1702,78.42458,19
CC1CCC(C(=O)C1)C(C)C,91.011826,82.133766,20
CC1CCC(C(=O)C1)C(C)C,91.011826,82.133766,21
CC1CCC(C(=O)C1)C(C)C,94.360855,84.713554,22
CC1CCC(C(=O)C1)C(C)C,99.88163,90.89004,23
CC1CCC(C(=O)C1)C(C)C,99.88163,90.89004,24
CC1CCC(C(=O)C1)C(C)C,99.88163,90.89004,25
CC1CCC(C(=O)C1)C(C)C,99.88163,90.89004,26
CC1CCC(C(=O)C1)C(C)C,99.88163,90.89004,27
CC1CCC(C(=O)C1)C(C)C,99.88163,90.89004,28
CCCC1=CC=C(C=C1)OC,89.44999,75.94121,0
CCCC1=CC=C(C=C1)OC,76.7647,63.422825,1
CCCC1=CC=C(C=C1)OC,101.85595,88.22548,2
CCCC1=CC=C(C=C1)OC,98.595116,87.44374,3
CCCC1=CC=C(C=C1)OC,100.02352,89.0622,4
CCCC1=CC=C(C=C1)OC,100.0909,88.06067,5
CCCC1=CC=C(C=C1)OC,100.0909,88.06067,6
CCCC1=CC=C(C=C1)OC,100.02352,89.0622,7
CCCC1=CC=C(C=C1)OC,101.96236,88.38386,8
CCCC1=CC=C(C=C1)OC,67.50444,54.34276,9
CCCC1=CC=C(C=C1)OC,98.595116,87.44374,10
CCCC1=CC=C(C=C1)OC,100.17778,91.17267,11
CCCC1=CC=C(C=C1)OC,100.17778,91.17267,12
CCCC1=CC=C(C=C1)OC,100.17778,91.17267,13
CCCC1=CC=C(C=C1)OC,97.11295,87.90812,14
CCCC1=CC=C(C=C1)OC,97.11295,87.90812,15
CCCC1=CC=C(C=C1)OC,87.61122,79.68685,16
CCCC1=CC=C(C=C1)OC,87.61122,79.68685,17
CCCC1=CC=C(C=C1)OC,110.51274,101.97373,18
CCCC1=CC=C(C=C1)OC,111.22861,102.710686,19
CCCC1=CC=C(C=C1)OC,111.22861,102.710686,20
CCCC1=CC=C(C=C1)OC,110.51274,101.97373,21
CCCC1=CC=C(C=C1)OC,96.62377,88.20511,22
CCCC1=CC=C(C=C1)OC,96.62377,88.20511,23
CCCC1=CC=C(C=C1)OC,96.62377,88.20511,24
COCOCOCOCOC,85.89568,73.11606,0
COCOCOCOCOC,89.64295,76.43525,1
COCOCOCOCOC,90.40271,76.647934,2
COCOCOCOCOC,88.70596,75.48736,3
COCOCOCOCOC,90.23039,76.748764,4
COCOCOCOCOC,90.23039,76.748764,5
COCOCOCOCOC,88.70596,75.48736,6
COCOCOCOCOC,90.40271,76.647934,7
COCOCOCOCOC,89.64295,76.43525,8
COCOCOCOCOC,85.89568,73.11606,9
COCOCOCOCOC,95.96284,87.53898,10
COCOCOCOCOC,95.96284,87.53898,11
COCOCOCOCOC,95.96284,87.53898,12
COCOCOCOCOC,97.699646,88.884346,13
COCOCOCOCOC,97.699646,88.884346,14
COCOCOCOCOC,98.506935,89.70573,15
COCOCOCOCOC,98.506935,89.70573,16
COCOCOCOCOC,98.506935,89.70573,17
COCOCOCOCOC,98.506935,89.70573,18
COCOCOCOCOC,97.699646,88.884346,19
COCOCOCOCOC,97.699646,88.884346,20
COCOCOCOCOC,95.96284,87.53898,21
COCOCOCOCOC,95.96284,87.53898,22
COCOCOCOCOC,95.96284,87.53898,23
CCCCCCCC(=O)OCC,89.16481,75.60658,0
CCCCCCCC(=O)OCC,87.4631,72.95253,1
CCCCCCCC(=O)OCC,87.48693,73.176575,2
CCCCCCCC(=O)OCC,87.949715,73.574356,3
CCCCCCCC(=O)OCC,88.15185,73.7168,4
CCCCCCCC(=O)OCC,85.12468,71.67156,5
CCCCCCCC(=O)OCC,93.44515,79.55434,6
CCCCCCCC(=O)OCC,92.759,83.20841,7
CCCCCCCC(=O)OCC,102.462204,88.66185,8
CCCCCCCC(=O)OCC,94.57686,80.243546,9
CCCCCCCC(=O)OCC,90.11399,76.98309,10
CCCCCCCC(=O)OCC,100.08565,91.13446,11
CCCCCCCC(=O)OCC,100.08565,91.13446,12
CCCCCCCC(=O)OCC,100.08565,91.13446,13
CCCCCCCC(=O)OCC,97.01032,87.646355,14
CCCCCCCC(=O)OCC,97.01032,87.646355,15
CCCCCCCC(=O)OCC,97.23826,87.814415,16
CCCCCCCC(=O)OCC,97.23826,87.814415,17
CCCCCCCC(=O)OCC,96.82949,87.511696,18
CCCCCCCC(=O)OCC,96.82949,87.511696,19
CCCCCCCC(=O)OCC,97.17858,87.84733,20
CCCCCCCC(=O)OCC,97.17858,87.84733,21
CCCCCCCC(=O)OCC,97.66651,88.56359,22
CCCCCCCC(=O)OCC,97.66651,88.56359,23
CCCCCCCC(=O)OCC,92.13108,83.85625,24
CCCCCCCC(=O)OCC,92.13108,83.85625,25
CCCCCCCC(=O)OCC,96.18044,87.39991,26
CCCCCCCC(=O)OCC,96.18044,87.39991,27
CCCCCCCC(=O)OCC,101.43379,92.486176,28
CCCCCCCC(=O)OCC,101.43379,92.486176,29
CCCCCCCC(=O)OCC,101.43379,92.486176,30
CCCCCCCCCC(=O)O,89.16481,75.60658,0
CCCCCCCCCC(=O)O,87.4631,72.95253,1
CCCCCCCCCC(=O)O,87.72723,73.39945,2
CCCCCCCCCC(=O)O,87.624794,73.27253,3
CCCCCCCCCC(=O)O,87.38629,73.0995,4
CCCCCCCCCC(=O)O,88.02201,73.68052,5
CCCCCCCCCC(=O)O,88.52624,73.99686,6
CCCCCCCCCC(=O)O,85.32722,71.73294,7
CCCCCCCCCC(=O)O,95.2461,81.44688,8
CCCCCCCCCC(=O)O,93.77224,84.11658,9
CCCCCCCCCC(=O)O,111.90469,99.8148,10
CCCCCCCCCC(=O)O,100.08565,91.13446,11
CCCCCCCCCC(=O)O,100.08565,91.13446,12
CCCCCCCCCC(=O)O,100.08565,91.13446,13
CCCCCCCCCC(=O)O,97.01032,87.646355,14
CCCCCCCCCC(=O)O,97.01032,87.646355,15
CCCCCCCCCC(=O)O,97.23826,87.814415,16
CCCCCCCCCC(=O)O,97.23826,87.814415,17
CCCCCCCCCC(=O)O,97.167076,87.817444,18
CCCCCCCCCC(=O)O,97.167076,87.817444,19
CCCCCCCCCC(=O)O,97.18161,87.8715,20
CCCCCCCCCC(=O)O,97.18161,87.8715,21
CCCCCCCCCC(=O)O,96.821144,87.5447,22
CCCCCCCCCC(=O)O,96.821144,87.5447,23
CCCCCCCCCC(=O)O,97.50133,88.15827,24
CCCCCCCCCC(=O)O,97.50133,88.15827,25
CCCCCCCCCC(=O)O,97.82805,88.713165,26
CCCCCCCCCC(=O)O,97.82805,88.713165,27
CCCCCCCCCC(=O)O,92.37732,83.95164,28
CCCCCCCCCC(=O)O,92.37732,83.95164,29
CCCCCCCCCC(=O)O,112.00695,103.179955,30
CCCCCCC1=CC=CC=C1,89.16481,75.60658,0
CCCCCCC1=CC=CC=C1,87.41672,72.91217,1
CCCCCCC1=CC=CC=C1,87.92005,73.55884,2
CCCCCCC1=CC=CC=C1,88.117805,73.78727,3
CCCCCCC1=CC=CC=C1,77.54734,64.315704,4
CCCCCCC1=CC=CC=C1,101.1938,87.43669,5
CCCCCCC1=CC=CC=C1,98.76044,87.61467,6
CCCCCCC1=CC=CC=C1,99.57273,88.607475,7
CCCCCCC1=CC=CC=C1,99.96445,89.19012,8
CCCCCCC1=CC=CC=C1,99.96445,89.19012,9
CCCCCCC1=CC=CC=C1,99.57273,88.607475,10
CCCCCCC1=CC=CC=C1,98.76044,87.61467,11
CCCCCCC1=CC=CC=C1,100.08565,91.13446,12
CCCCCCC1=CC=CC=C1,100.08565,91.13446,13
CCCCCCC1=CC=CC=C1,100.08565,91.13446,14
CCCCCCC1=CC=CC=C1,97.01032,87.646355,15
CCCCCCC1=CC=CC=C1,97.01032,87.646355,16
CCCCCCC1=CC=CC=C1,97.18731,87.77001,17
CCCCCCC1=CC=CC=C1,97.18731,87.77001,18
CCCCCCC1=CC=CC=C1,97.289696,87.88801,19
CCCCCCC1=CC=CC=C1,97.289696,87.88801,20
CCCCCCC1=CC=CC=C1,97.47261,88.46655,21
CCCCCCC1=CC=CC=C1,97.47261,88.46655,22
CCCCCCC1=CC=CC=C1,87.70128,79.74461,23
CCCCCCC1=CC=CC=C1,87.70128,79.74461,24
CCCCCCC1=CC=CC=C1,110.73349,102.19009,25
CCCCCCC1=CC=CC=C1,110.86509,102.438194,26
CCCCCCC1=CC=CC=C1,111.2779,102.86988,27
CCCCCCC1=CC=CC=C1,110.86509,102.438194,28
CCCCCCC1=CC=CC=C1,110.73349,102.19009,29
CCCCC1CCCCC(=O)O1,89.27919,75.700714,0
CCCCC1CCCCC(=O)O1,87.31853,72.9101,1
CCCCC1CCCCC(=O)O1,88.85673,74.55649,2
CCCCC1CCCCC(=O)O1,85.887566,71.71272,3
CCCCC1CCCCC(=O)O1,87.043465,74.2111,4
CCCCC1CCCCC(=O)O1,89.56899,76.71763,5
CCCCC1CCCCC(=O)O1,87.765915,74.66947,6
CCCCC1CCCCC(=O)O1,85.687965,73.431526,7
CCCCC1CCCCC(=O)O1,90.150444,78.230125,8
CCCCC1CCCCC(=O)O1,92.1766,83.095055,9
CCCCC1CCCCC(=O)O1,89.53946,78.18712,10
CCCCC1CCCCC(=O)O1,84.978806,73.11076,11
CCCCC1CCCCC(=O)O1,100.08228,91.1314,12
CCCCC1CCCCC(=O)O1,100.08228,91.1314,13
CCCCC1CCCCC(=O)O1,100.08228,91.1314,14
CCCCC1CCCCC(=O)O1,97.05302,87.66929,15
CCCCC1CCCCC(=O)O1,97.05302,87.66929,16
CCCCC1CCCCC(=O)O1,97.04061,87.89608,17
CCCCC1CCCCC(=O)O1,97.04061,87.89608,18
CCCCC1CCCCC(=O)O1,97.54634,88.36735,19
CCCCC1CCCCC(=O)O1,97.54634,88.36735,20
CCCCC1CCCCC(=O)O1,92.956764,84.20805,21
CCCCC1CCCCC(=O)O1,97.91956,89.01011,22
CCCCC1CCCCC(=O)O1,97.91956,89.01011,23
CCCCC1CCCCC(=O)O1,96.59857,87.63813,24
CCCCC1CCCCC(=O)O1,96.59857,87.63813,25
CCCCC1CCCCC(=O)O1,96.36445,87.37386,26
CCCCC1CCCCC(=O)O1,96.36445,87.37386,27
CCCCC1CCCCC(=O)O1,91.52093,83.25015,28
CCCCC1CCCCC(=O)O1,91.52093,83.25015,29
COC1=C(C=CC(=C1)CC=C)O,59.514034,46.666393,0
COC1=C(C=CC(=C1)CC=C)O,103.33747,89.797424,1
COC1=C(C=CC(=C1)CC=C)O,97.498886,84.738655,2
COC1=C(C=CC(=C1)CC=C)O,101.474495,90.325386,3
COC1=C(C=CC(=C1)CC=C)O,101.89352,90.89445,4
COC1=C(C=CC(=C1)CC=C)O,98.84218,87.50239,5
COC1=C(C=CC(=C1)CC=C)O,98.46715,87.04005,6
COC1=C(C=CC(=C1)CC=C)O,87.63087,74.91455,7
COC1=C(C=CC(=C1)CC=C)O,88.06841,75.73335,8
COC1=C(C=CC(=C1)CC=C)O,99.065315,88.0427,9
COC1=C(C=CC(=C1)CC=C)O,114.35743,102.97495,10
COC1=C(C=CC(=C1)CC=C)O,99.9666,88.16721,11
COC1=C(C=CC(=C1)CC=C)O,97.20153,88.72262,12
COC1=C(C=CC(=C1)CC=C)O,97.20153,88.72262,13
COC1=C(C=CC(=C1)CC=C)O,97.20153,88.72262,14
COC1=C(C=CC(=C1)CC=C)O,113.309135,104.790985,15
COC1=C(C=CC(=C1)CC=C)O,111.198784,102.66511,16
COC1=C(C=CC(=C1)CC=C)O,110.91217,102.009415,17
COC1=C(C=CC(=C1)CC=C)O,77.289215,69.689735,18
COC1=C(C=CC(=C1)CC=C)O,77.289215,69.689735,19
COC1=C(C=CC(=C1)CC=C)O,106.12868,97.52979,20
COC1=C(C=CC(=C1)CC=C)O,109.54186,101.118324,21
COC1=C(C=CC(=C1)CC=C)O,109.54186,101.118324,22
COC1=C(C=CC(=C1)CC=C)O,86.20171,77.80603,23
CCCCCCCCCCCO,89.16481,75.60658,0
CCCCCCCCCCCO,87.4631,72.95253,1
CCCCCCCCCCCO,87.72723,73.39945,2
CCCCCCCCCCCO,87.624794,73.27253,3
CCCCCCCCCCCO,87.63932,73.32904,4
CCCCCCCCCCCO,87.63109,73.32184,5
CCCCCCCCCCCO,87.89741,73.497116,6
CCCCCCCCCCCO,86.56461,72.61682,7
CCCCCCCCCCCO,87.94679,74.064835,8
CCCCCCCCCCCO,85.51864,71.873314,9
CCCCCCCCCCCO,94.95645,83.367714,10
CCCCCCCCCCCO,100.08565,91.13446,11
CCCCCCCCCCCO,100.08565,91.13446,12
CCCCCCCCCCCO,100.08565,91.13446,13
CCCCCCCCCCCO,97.01032,87.646355,14
CCCCCCCCCCCO,97.01032,87.646355,15
CCCCCCCCCCCO,97.23826,87.814415,16
CCCCCCCCCCCO,97.23826,87.814415,17
CCCCCCCCCCCO,97.167076,87.817444,18
CCCCCCCCCCCO,97.167076,87.817444,19
CCCCCCCCCCCO,97.18161,87.8715,20
CCCCCCCCCCCO,97.18161,87.8715,21
CCCCCCCCCCCO,97.173294,87.86439,22
CCCCCCCCCCCO,97.173294,87.86439,23
CCCCCCCCCCCO,97.173294,87.86439,24
CCCCCCCCCCCO,97.173294,87.86439,25
CCCCCCCCCCCO,96.50326,87.19846,26
CCCCCCCCCCCO,96.50326,87.19846,27
CCCCCCCCCCCO,94.77762,86.509834,28
CCCCCCCCCCCO,94.77762,86.509834,29
CCCCCCCCCCCO,97.00055,88.20757,30
CCCCCCCCCCCO,97.00055,88.20757,31
CCCCCCCCCCCO,92.93279,84.50849,32
CCCCCCCCCCCO,92.93279,84.50849,33
CCCCCCCCCCCO,103.59874,95.28441,34
CC(CC(C)(C)C)CC(C)(C)C,81.321495,66.44475,0
CC(CC(C)(C)C)CC(C)(C)C,80.71549,64.06775,1
CC(CC(C)(C)C)CC(C)(C)C,81.38062,65.1673,2
CC(CC(C)(C)C)CC(C)(C)C,83.54409,68.56121,3
CC(CC(C)(C)C)CC(C)(C)C,83.54409,68.56121,4
CC(CC(C)(C)C)CC(C)(C)C,83.54409,68.56121,5
CC(CC(C)(C)C)CC(C)(C)C,80.71549,64.06775,6
CC(CC(C)(C)C)CC(C)(C)C,81.38062,65.1673,7
CC(CC(C)(C)C)CC(C)(C)C,83.54409,68.56121,8
CC(CC(C)(C)C)CC(C)(C)C,83.54409,68.56121,9
CC(CC(C)(C)C)CC(C)(C)C,83.54409,68.56121,10
CC(CC(C)(C)C)CC(C)(C)C,98.17321,89.60996,11
CC(CC(C)(C)C)CC(C)(C)C,98.17321,89.60996,12
CC(CC(C)(C)C)CC(C)(C)C,98.17321,89.60996,13
CC(CC(C)(C)C)CC(C)(C)C,90.39153,80.35885,14
CC(CC(C)(C)C)CC(C)(C)C,94.55224,85.61355,15
CC(CC(C)(C)C)CC(C)(C)C,94.55224,85.61355,16
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,17
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,18
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,19
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,20
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,21
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,22
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,23
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,24
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,25
CC(CC(C)(C)C)CC(C)(C)C,94.55224,85.61355,26
CC(CC(C)(C)C)CC(C)(C)C,94.55224,85.61355,27
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,28
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,29
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,30
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,31
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,32
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,33
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,34
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,35
CC(CC(C)(C)C)CC(C)(C)C,99.3585,90.608826,36
CCOC(=O)CCC(=O)OCC,90.11399,76.98309,0
CCOC(=O)CCC(=O)OCC,95.63158,81.29,1
CCOC(=O)CCC(=O)OCC,104.199486,90.11073,2
CCOC(=O)CCC(=O)OCC,94.29247,84.710945,3
CCOC(=O)CCC(=O)OCC,94.40961,80.09261,4
CCOC(=O)CCC(=O)OCC,83.289474,70.23288,5
CCOC(=O)CCC(=O)OCC,94.409615,80.09261,6
CCOC(=O)CCC(=O)OCC,94.29247,84.710945,7
CCOC(=O)CCC(=O)OCC,104.19948,90.11072,8
CCOC(=O)CCC(=O)OCC,95.63157,81.29,9
CCOC(=O)CCC(=O)OCC,90.11399,76.98309,10
CCOC(=O)CCC(=O)OCC,101.43379,92.486176,11
CCOC(=O)CCC(=O)OCC,101.43379,92.486176,12
CCOC(=O)CCC(=O)OCC,101.43379,92.486176,13
CCOC(=O)CCC(=O)OCC,96.18044,87.39991,14
CCOC(=O)CCC(=O)OCC,96.18044,87.39991,15
CCOC(=O)CCC(=O)OCC,94.135735,85.173294,16
CCOC(=O)CCC(=O)OCC,94.135735,85.173294,17
CCOC(=O)CCC(=O)OCC,94.135735,85.173294,18
CCOC(=O)CCC(=O)OCC,94.135735,85.173294,19
CCOC(=O)CCC(=O)OCC,96.18044,87.39991,20
CCOC(=O)CCC(=O)OCC,96.18044,87.39991,21
CCOC(=O)CCC(=O)OCC,101.43379,92.486176,22
CCOC(=O)CCC(=O)OCC,101.43379,92.486176,23
CCOC(=O)CCC(=O)OCC,101.43379,92.486176,24
C1CCC(CC1)C2CCCCC2,87.4628,74.99063,0
C1CCC(CC1)C2CCCCC2,88.84014,75.54097,1
C1CCC(CC1)C2CCCCC2,85.18841,71.72933,2
C1CCC(CC1)C2CCCCC2,85.18841,71.72933,3
C1CCC(CC1)C2CCCCC2,88.84014,75.54097,4
C1CCC(CC1)C2CCCCC2,83.54882,68.18559,5
C1CCC(CC1)C2CCCCC2,85.18841,71.72933,6
C1CCC(CC1)C2CCCCC2,88.84014,75.54097,7
C1CCC(CC1)C2CCCCC2,87.4628,74.99063,8
C1CCC(CC1)C2CCCCC2,87.4628,74.99063,9
C1CCC(CC1)C2CCCCC2,88.84014,75.54097,10
C1CCC(CC1)C2CCCCC2,87.4628,74.99063,11
C1CCC(CC1)C2CCCCC2,85.18841,71.72933,12
C1CCC(CC1)C2CCCCC2,97.518684,88.63061,13
C1CCC(CC1)C2CCCCC2,97.518684,88.63061,14
C1CCC(CC1)C2CCCCC2,97.41108,88.47732,15
C1CCC(CC1)C2CCCCC2,97.41108,88.47732,16
C1CCC(CC1)C2CCCCC2,96.91207,88.040405,17
C1CCC(CC1)C2CCCCC2,96.91207,88.040405,18
C1CCC(CC1)C2CCCCC2,93.95337,84.687386,19
C1CCC(CC1)C2CCCCC2,96.91207,88.040405,20
C1CCC(CC1)C2CCCCC2,96.91207,88.040405,21
C1CCC(CC1)C2CCCCC2,97.41108,88.47732,22
C1CCC(CC1)C2CCCCC2,97.41108,88.47732,23
C1CCC(CC1)C2CCCCC2,93.95338,84.68738,24
C1CCC(CC1)C2CCCCC2,96.91207,88.040405,25
C1CCC(CC1)C2CCCCC2,96.91207,88.040405,26
C1CCC(CC1)C2CCCCC2,97.41108,88.47732,27
C1CCC(CC1)C2CCCCC2,97.41108,88.47732,28
C1CCC(CC1)C2CCCCC2,97.518684,88.63061,29
C1CCC(CC1)C2CCCCC2,97.518684,88.63061,30
C1CCC(CC1)C2CCCCC2,97.41108,88.47732,31
C1CCC(CC1)C2CCCCC2,97.41108,88.47732,32
C1CCC(CC1)C2CCCCC2,96.91207,88.040405,33
C1CCC(CC1)C2CCCCC2,96.91207,88.040405,34
CCCCCOC(=O)CCCC,89.32946,75.74628,0
CCCCCOC(=O)CCCC,87.656944,73.21704,1
CCCCCOC(=O)CCCC,89.08155,74.66527,2
CCCCCOC(=O)CCCC,88.32499,74.32999,3
CCCCCOC(=O)CCCC,94.742905,80.40548,4
CCCCCOC(=O)CCCC,102.22383,88.30543,5
CCCCCOC(=O)CCCC,92.8278,83.286064,6
CCCCCOC(=O)CCCC,93.41462,79.55802,7
CCCCCOC(=O)CCCC,85.28714,71.849594,8
CCCCCOC(=O)CCCC,87.80915,73.247635,9
CCCCCOC(=O)CCCC,89.4054,75.793945,10
CCCCCOC(=O)CCCC,100.08565,91.13446,11
CCCCCOC(=O)CCCC,100.08565,91.13446,12
CCCCCOC(=O)CCCC,100.08565,91.13446,13
CCCCCOC(=O)CCCC,97.06361,87.673775,14
CCCCCOC(=O)CCCC,97.06361,87.673775,15
CCCCCOC(=O)CCCC,97.24291,88.00405,16
CCCCCOC(=O)CCCC,97.24291,88.00405,17
CCCCCOC(=O)CCCC,98.11765,88.66909,18
CCCCCOC(=O)CCCC,98.11765,88.66909,19
CCCCCOC(=O)CCCC,96.0978,87.390816,20
CCCCCOC(=O)CCCC,96.0978,87.390816,21
CCCCCOC(=O)CCCC,92.12794,83.873024,22
CCCCCOC(=O)CCCC,92.12794,83.873024,23
CCCCCOC(=O)CCCC,97.90482,88.70881,24
CCCCCOC(=O)CCCC,97.90482,88.70881,25
CCCCCOC(=O)CCCC,97.11502,87.70228,26
CCCCCOC(=O)CCCC,97.11502,87.70228,27
CCCCCOC(=O)CCCC,99.926125,90.99049,28
CCCCCOC(=O)CCCC,99.926125,90.99049,29
CCCCCOC(=O)CCCC,99.926125,90.99049,30
CCCCCC(=O)CCCCC,88.89706,75.37857,0
CCCCCC(=O)CCCCC,87.52938,72.96782,1
CCCCCC(=O)CCCCC,88.0467,73.63698,2
CCCCCC(=O)CCCCC,83.156845,69.48561,3
CCCCCC(=O)CCCCC,84.176506,69.79846,4
CCCCCC(=O)CCCCC,85.72301,75.51051,5
CCCCCC(=O)CCCCC,84.176506,69.79846,6
CCCCCC(=O)CCCCC,83.156845,69.48561,7
CCCCCC(=O)CCCCC,88.0467,73.63698,8
CCCCCC(=O)CCCCC,87.52938,72.96782,9
CCCCCC(=O)CCCCC,88.89706,75.37857,10
CCCCCC(=O)CCCCC,100.08565,91.13446,11
CCCCCC(=O)CCCCC,100.08565,91.13446,12
CCCCCC(=O)CCCCC,100.08565,91.13446,13
CCCCCC(=O)CCCCC,96.78355,87.4532,14
CCCCCC(=O)CCCCC,96.78355,87.4532,15
CCCCCC(=O)CCCCC,97.23972,87.76368,16
CCCCCC(=O)CCCCC,97.23972,87.76368,17
CCCCCC(=O)CCCCC,97.63268,88.579216,18
CCCCCC(=O)CCCCC,97.63268,88.579216,19
CCCCCC(=O)CCCCC,89.84713,81.48148,20
CCCCCC(=O)CCCCC,89.84713,81.48148,21
CCCCCC(=O)CCCCC,89.84713,81.48148,22
CCCCCC(=O)CCCCC,89.84713,81.48148,23
CCCCCC(=O)CCCCC,97.63268,88.579216,24
CCCCCC(=O)CCCCC,97.63268,88.579216,25
CCCCCC(=O)CCCCC,97.23972,87.76368,26
CCCCCC(=O)CCCCC,97.23972,87.76368,27
CCCCCC(=O)CCCCC,96.78355,87.4532,28
CCCCCC(=O)CCCCC,96.78355,87.4532,29
CCCCCC(=O)CCCCC,100.08565,91.13446,30
CCCCCC(=O)CCCCC,100.08565,91.13446,31
CCCCCC(=O)CCCCC,100.08565,91.13446,32
CCCCCC1OC(C)C(C)O1,89.1695,75.610565,0
CCCCCC1OC(C)C(C)O1,87.56732,73.06464,1
CCCCCC1OC(C)C(C)O1,87.627464,73.39717,2
CCCCCC1OC(C)C(C)O1,90.2248,76.150925,3
CCCCCC1OC(C)C(C)O1,85.935646,72.23569,4
CCCCCC1OC(C)C(C)O1,85.301605,73.8593,5
CCCCCC1OC(C)C(C)O1,84.27628,72.21145,6
CCCCCC1OC(C)C(C)O1,87.08378,74.06363,7
CCCCCC1OC(C)C(C)O1,82.01872,69.14678,8
CCCCCC1OC(C)C(C)O1,87.08378,74.06363,9
CCCCCC1OC(C)C(C)O1,84.27629,72.21145,10
CCCCCC1OC(C)C(C)O1,85.301605,73.8593,11
CCCCCC1OC(C)C(C)O1,100.08565,91.13446,12
CCCCCC1OC(C)C(C)O1,100.08565,91.13446,13
CCCCCC1OC(C)C(C)O1,100.08565,91.13446,14
CCCCCC1OC(C)C(C)O1,97.012215,87.647545,15
CCCCCC1OC(C)C(C)O1,97.012215,87.647545,16
CCCCCC1OC(C)C(C)O1,97.27544,87.87171,17
CCCCCC1OC(C)C(C)O1,97.27544,87.87171,18
CCCCCC1OC(C)C(C)O1,97.02801,87.92448,19
CCCCCC1OC(C)C(C)O1,97.02801,87.92448,20
CCCCCC1OC(C)C(C)O1,99.091194,90.13706,21
CCCCCC1OC(C)C(C)O1,99.091194,90.13706,22
CCCCCC1OC(C)C(C)O1,91.42509,83.13415,23
CCCCCC1OC(C)C(C)O1,92.555916,83.786316,24
CCCCCC1OC(C)C(C)O1,100.95165,92.17683,25
CCCCCC1OC(C)C(C)O1,100.95165,92.17683,26
CCCCCC1OC(C)C(C)O1,100.95165,92.17683,27
CCCCCC1OC(C)C(C)O1,92.555916,83.78631,28
CCCCCC1OC(C)C(C)O1,100.95165,92.17683,29
CCCCCC1OC(C)C(C)O1,100.95165,92.17683,30
CCCCCC1OC(C)C(C)O1,100.95165,92.17683,31
CCC(CC)C1OC(C)C(C)O1,88.563515,74.790405,0
CCC(CC)C1OC(C)C(C)O1,87.11429,71.11606,1
CCC(CC)C1OC(C)C(C)O1,87.11429,71.11606,2
CCC(CC)C1OC(C)C(C)O1,88.563515,74.790405,3
CCC(CC)C1OC(C)C(C)O1,83.839615,68.700905,4
CCC(CC)C1OC(C)C(C)O1,85.01596,73.26701,5
CCC(CC)C1OC(C)C(C)O1,84.10406,72.08058,6
CCC(CC)C1OC(C)C(C)O1,86.980156,73.956245,7
CCC(CC)C1OC(C)C(C)O1,81.7947,68.93091,8
CCC(CC)C1OC(C)C(C)O1,86.980156,73.95625,9
CCC(CC)C1OC(C)C(C)O1,84.10406,72.08058,10
CCC(CC)C1OC(C)C(C)O1,85.01596,73.26701,11
CCC(CC)C1OC(C)C(C)O1,98.92423,90.01623,12
CCC(CC)C1OC(C)C(C)O1,98.92423,90.01623,13
CCC(CC)C1OC(C)C(C)O1,98.92423,90.01623,14
CCC(CC)C1OC(C)C(C)O1,96.844246,87.385284,15
CCC(CC)C1OC(C)C(C)O1,96.844246,87.385284,16
CCC(CC)C1OC(C)C(C)O1,96.19318,86.59011,17
CCC(CC)C1OC(C)C(C)O1,96.844246,87.385284,18
CCC(CC)C1OC(C)C(C)O1,96.844246,87.385284,19
CCC(CC)C1OC(C)C(C)O1,98.92423,90.01623,20
CCC(CC)C1OC(C)C(C)O1,98.92423,90.01623,21
CCC(CC)C1OC(C)C(C)O1,98.92423,90.01623,22
CCC(CC)C1OC(C)C(C)O1,91.42397,83.02061,23
CCC(CC)C1OC(C)C(C)O1,92.48065,83.70931,24
CCC(CC)C1OC(C)C(C)O1,100.95049,92.1756,25
CCC(CC)C1OC(C)C(C)O1,100.95049,92.1756,26
CCC(CC)C1OC(C)C(C)O1,100.95049,92.1756,27
CCC(CC)C1OC(C)C(C)O1,92.48065,83.70931,28
