molecule,pred_bde,pred_bdfe,bond_index
CCCCCCCCCCCCC(C)C1=CC=CC=C1,87.63109,73.32184,6
CCCCCCCCCCCCC(C)C1=CC=CC=C1,87.62823,73.319275,7
CCCCCCCCCCCCC(C)C1=CC=CC=C1,87.534355,73.221176,8
CCCCCCCCCCCCC(C)C1=CC=CC=C1,87.427345,73.09163,9
CCCCCCCCCCCCC(C)C1=CC=CC=C1,87.906334,73.39309,10
CCCCCCCCCCCCC(C)C1=CC=CC=C1,75.68571,61.167877,11
CCCCCCCCCCCCC(C)C1=CC=CC=C1,77.4181,63.987713,12
CCCCCCCCCCCCC(C)C1=CC=CC=C1,99.072914,84.313995,13
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.999664,86.38188,14
CCCCCCCCCCCCC(C)C1=CC=CC=C1,99.235466,88.27801,15
CCCCCCCCCCCCC(C)C1=CC=CC=C1,99.96507,89.20768,16
CCCCCCCCCCCCC(C)C1=CC=CC=C1,99.96507,89.20768,17
CCCCCCCCCCCCC(C)C1=CC=CC=C1,99.235466,88.27801,18
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.999664,86.38188,19
CCCCCCCCCCCCC(C)C1=CC=CC=C1,100.08565,91.13446,20
CCCCCCCCCCCCC(C)C1=CC=CC=C1,100.08565,91.13446,21
CCCCCCCCCCCCC(C)C1=CC=CC=C1,100.08565,91.13446,22
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.01032,87.646355,23
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.01032,87.646355,24
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.23826,87.814415,25
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.23826,87.814415,26
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.167076,87.817444,27
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.167076,87.817444,28
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.18161,87.8715,29
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.18161,87.8715,30
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.173294,87.86439,31
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.173294,87.86439,32
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.173294,87.86439,33
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.173294,87.86439,34
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.173294,87.86439,35
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.173294,87.86439,36
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.169655,87.86112,37
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.169655,87.86112,38
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.06229,87.75231,39
CCCCCCCCCCCCC(C)C1=CC=CC=C1,97.06229,87.75231,40
CCCCCCCCCCCCC(C)C1=CC=CC=C1,96.864876,87.652016,41
CCCCCCCCCCCCC(C)C1=CC=CC=C1,96.864876,87.652016,42
CCCCCCCCCCCCC(C)C1=CC=CC=C1,96.59733,87.38152,43
CCCCCCCCCCCCC(C)C1=CC=CC=C1,96.59733,87.38152,44
CCCCCCCCCCCCC(C)C1=CC=CC=C1,86.408,77.78793,45
CCCCCCCCCCCCC(C)C1=CC=CC=C1,99.64068,90.971886,46
CCCCCCCCCCCCC(C)C1=CC=CC=C1,99.64068,90.971886,47
CCCCCCCCCCCCC(C)C1=CC=CC=C1,99.64068,90.971886,48
CCCCCCCCCCCCC(C)C1=CC=CC=C1,109.99952,101.45487,49
CCCCCCCCCCCCC(C)C1=CC=CC=C1,110.800575,102.375656,50
CCCCCCCCCCCCC(C)C1=CC=CC=C1,111.30488,102.896614,51
CCCCCCCCCCCCC(C)C1=CC=CC=C1,110.800575,102.375656,52
CCCCCCCCCCCCC(C)C1=CC=CC=C1,109.99952,101.45487,53
CCCCCCCCCCCCCCCCCC(=O)O,89.16481,75.60658,0
CCCCCCCCCCCCCCCCCC(=O)O,87.4631,72.95253,1
CCCCCCCCCCCCCCCCCC(=O)O,87.72723,73.39945,2
CCCCCCCCCCCCCCCCCC(=O)O,87.624794,73.27253,3
CCCCCCCCCCCCCCCCCC(=O)O,87.63932,73.32904,4
CCCCCCCCCCCCCCCCCC(=O)O,87.63109,73.32184,5
CCCCCCCCCCCCCCCCCC(=O)O,87.63109,73.32184,6
CCCCCCCCCCCCCCCCCC(=O)O,87.63109,73.32184,7
CCCCCCCCCCCCCCCCCC(=O)O,87.63109,73.32184,8
CCCCCCCCCCCCCCCCCC(=O)O,87.63109,73.32184,9
CCCCCCCCCCCCCCCCCC(=O)O,87.63109,73.32184,10
CCCCCCCCCCCCCCCCCC(=O)O,87.63109,73.32184,11
CCCCCCCCCCCCCCCCCC(=O)O,87.37799,73.09231,12
CCCCCCCCCCCCCCCCCC(=O)O,88.02201,73.68052,13
CCCCCCCCCCCCCCCCCC(=O)O,88.52624,73.99686,14
CCCCCCCCCCCCCCCCCC(=O)O,85.32722,71.73294,15
CCCCCCCCCCCCCCCCCC(=O)O,95.2461,81.44688,16
CCCCCCCCCCCCCCCCCC(=O)O,93.77224,84.11658,17
CCCCCCCCCCCCCCCCCC(=O)O,111.90469,99.8148,18
CCCCCCCCCCCCCCCCCC(=O)O,100.08565,91.13446,19
CCCCCCCCCCCCCCCCCC(=O)O,100.08565,91.13446,20
CCCCCCCCCCCCCCCCCC(=O)O,100.08565,91.13446,21
CCCCCCCCCCCCCCCCCC(=O)O,97.01032,87.646355,22
CCCCCCCCCCCCCCCCCC(=O)O,97.01032,87.646355,23
CCCCCCCCCCCCCCCCCC(=O)O,97.23826,87.814415,24
CCCCCCCCCCCCCCCCCC(=O)O,97.23826,87.814415,25
CCCCCCCCCCCCCCCCCC(=O)O,97.167076,87.817444,26
CCCCCCCCCCCCCCCCCC(=O)O,97.167076,87.817444,27
CCCCCCCCCCCCCCCCCC(=O)O,97.18161,87.8715,28
CCCCCCCCCCCCCCCCCC(=O)O,97.18161,87.8715,29
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,30
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,31
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,32
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,33
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,34
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,35
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,36
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,37
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,38
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,39
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,40
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,41
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,42
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,43
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,44
CCCCCCCCCCCCCCCCCC(=O)O,97.173294,87.86439,45
CCCCCCCCCCCCCCCCCC(=O)O,96.821144,87.5447,46
CCCCCCCCCCCCCCCCCC(=O)O,96.821144,87.5447,47
CCCCCCCCCCCCCCCCCC(=O)O,97.50133,88.15827,48
CCCCCCCCCCCCCCCCCC(=O)O,97.50133,88.15827,49
CCCCCCCCCCCCCCCCCC(=O)O,97.82805,88.713165,50
CCCCCCCCCCCCCCCCCC(=O)O,97.82805,88.713165,51
CCCCCCCCCCCCCCCCCC(=O)O,92.37732,83.95164,52
CCCCCCCCCCCCCCCCCC(=O)O,92.37732,83.95164,53
CCCCCCCCCCCCCCCCCC(=O)O,112.00695,103.179955,54
CCCCCCCCC=CCCCCCCCC(=O)OC,89.16481,75.60658,0
CCCCCCCCC=CCCCCCCCC(=O)OC,87.4631,72.95253,1
CCCCCCCCC=CCCCCCCCC(=O)OC,87.72723,73.39945,2
CCCCCCCCC=CCCCCCCCC(=O)OC,87.58012,73.232025,3
CCCCCCCCC=CCCCCCCCC(=O)OC,87.539024,73.27172,4
CCCCCCCCC=CCCCCCCCC(=O)OC,88.07009,73.52893,5
CCCCCCCCC=CCCCCCCCC(=O)OC,73.99439,60.342384,6
CCCCCCCCC=CCCCCCCCC(=O)OC,99.53599,85.72812,7
CCCCCCCCC=CCCCCCCCC(=O)OC,96.43039,84.520355,8
CCCCCCCCC=CCCCCCCCC(=O)OC,99.53599,85.72812,9
CCCCCCCCC=CCCCCCCCC(=O)OC,73.99439,60.342384,10
CCCCCCCCC=CCCCCCCCC(=O)OC,88.07009,73.52893,11
CCCCCCCCC=CCCCCCCCC(=O)OC,87.27616,73.034424,12
CCCCCCCCC=CCCCCCCCC(=O)OC,87.91166,73.57962,13
CCCCCCCCC=CCCCCCCCC(=O)OC,88.15911,73.7227,14
CCCCCCCCC=CCCCCCCCC(=O)OC,85.14982,71.69145,15
CCCCCCCCC=CCCCCCCCC(=O)OC,94.09821,80.15216,16
CCCCCCCCC=CCCCCCCCC(=O)OC,93.23727,83.632195,17
CCCCCCCCC=CCCCCCCCC(=O)OC,101.37491,87.69302,18
CCCCCCCCC=CCCCCCCCC(=O)OC,93.55571,80.25799,19
CCCCCCCCC=CCCCCCCCC(=O)OC,100.08565,91.13446,20
CCCCCCCCC=CCCCCCCCC(=O)OC,100.08565,91.13446,21
CCCCCCCCC=CCCCCCCCC(=O)OC,100.08565,91.13446,22
CCCCCCCCC=CCCCCCCCC(=O)OC,97.01032,87.646355,23
CCCCCCCCC=CCCCCCCCC(=O)OC,97.01032,87.646355,24
CCCCCCCCC=CCCCCCCCC(=O)OC,97.23826,87.814415,25
CCCCCCCCC=CCCCCCCCC(=O)OC,97.23826,87.814415,26
CCCCCCCCC=CCCCCCCCC(=O)OC,97.167076,87.817444,27
CCCCCCCCC=CCCCCCCCC(=O)OC,97.167076,87.817444,28
CCCCCCCCC=CCCCCCCCC(=O)OC,97.123634,87.81948,29
CCCCCCCCC=CCCCCCCCC(=O)OC,97.123634,87.81948,30
CCCCCCCCC=CCCCCCCCC(=O)OC,97.06541,87.84609,31
CCCCCCCCC=CCCCCCCCC(=O)OC,97.06541,87.84609,32
CCCCCCCCC=CCCCCCCCC(=O)OC,97.441696,88.10944,33
CCCCCCCCC=CCCCCCCCC(=O)OC,97.441696,88.10944,34
CCCCCCCCC=CCCCCCCCC(=O)OC,83.819,75.233604,35
CCCCCCCCC=CCCCCCCCC(=O)OC,83.819,75.233604,36
CCCCCCCCC=CCCCCCCCC(=O)OC,106.21216,97.43322,37
CCCCCCCCC=CCCCCCCCC(=O)OC,106.21216,97.43322,38
CCCCCCCCC=CCCCCCCCC(=O)OC,83.819,75.233604,39
CCCCCCCCC=CCCCCCCCC(=O)OC,83.819,75.233604,40
CCCCCCCCC=CCCCCCCCC(=O)OC,97.441696,88.10944,41
CCCCCCCCC=CCCCCCCCC(=O)OC,97.441696,88.10944,42
CCCCCCCCC=CCCCCCCCC(=O)OC,97.06541,87.84609,43
CCCCCCCCC=CCCCCCCCC(=O)OC,97.06541,87.84609,44
CCCCCCCCC=CCCCCCCCC(=O)OC,96.76321,87.49268,45
CCCCCCCCC=CCCCCCCCC(=O)OC,96.76321,87.49268,46
CCCCCCCCC=CCCCCCCCC(=O)OC,97.17016,87.83987,47
CCCCCCCCC=CCCCCCCCC(=O)OC,97.17016,87.83987,48
CCCCCCCCC=CCCCCCCCC(=O)OC,97.68213,88.57777,49
CCCCCCCCC=CCCCCCCCC(=O)OC,97.68213,88.57777,50
CCCCCCCCC=CCCCCCCCC(=O)OC,92.17528,83.8853,51
CCCCCCCCC=CCCCCCCCC(=O)OC,92.17528,83.8853,52
CCCCCCCCC=CCCCCCCCC(=O)OC,98.24602,89.76403,53
CCCCCCCCC=CCCCCCCCC(=O)OC,98.24602,89.76403,54
CCCCCCCCC=CCCCCCCCC(=O)OC,98.24602,89.76403,55
CCCCCCCC=C(CCCCCC)CCCCCC,89.16481,75.60658,0
CCCCCCCC=C(CCCCCC)CCCCCC,87.4631,72.95253,1
CCCCCCCC=C(CCCCCC)CCCCCC,87.68569,73.3624,2
CCCCCCCC=C(CCCCCC)CCCCCC,87.539375,73.22701,3
CCCCCCCC=C(CCCCCC)CCCCCC,88.17426,73.84046,4
CCCCCCCC=C(CCCCCC)CCCCCC,72.50277,58.537704,5
CCCCCCCC=C(CCCCCC)CCCCCC,98.731804,84.778,6
CCCCCCCC=C(CCCCCC)CCCCCC,95.38387,82.59282,7
CCCCCCCC=C(CCCCCC)CCCCCC,95.32705,80.633255,8
CCCCCCCC=C(CCCCCC)CCCCCC,74.214066,60.50935,9
CCCCCCCC=C(CCCCCC)CCCCCC,86.96804,72.576614,10
CCCCCCCC=C(CCCCCC)CCCCCC,87.744835,73.423355,11
CCCCCCCC=C(CCCCCC)CCCCCC,87.26162,72.7758,12
CCCCCCCC=C(CCCCCC)CCCCCC,89.16481,75.60658,13
CCCCCCCC=C(CCCCCC)CCCCCC,95.32705,80.633255,14
CCCCCCCC=C(CCCCCC)CCCCCC,74.214066,60.50935,15
CCCCCCCC=C(CCCCCC)CCCCCC,86.96804,72.576614,16
CCCCCCCC=C(CCCCCC)CCCCCC,87.744835,73.423355,17
CCCCCCCC=C(CCCCCC)CCCCCC,87.26162,72.7758,18
CCCCCCCC=C(CCCCCC)CCCCCC,89.16481,75.60658,19
CCCCCCCC=C(CCCCCC)CCCCCC,100.08565,91.13446,20
CCCCCCCC=C(CCCCCC)CCCCCC,100.08565,91.13446,21
CCCCCCCC=C(CCCCCC)CCCCCC,100.08565,91.13446,22
CCCCCCCC=C(CCCCCC)CCCCCC,97.01032,87.646355,23
CCCCCCCC=C(CCCCCC)CCCCCC,97.01032,87.646355,24
CCCCCCCC=C(CCCCCC)CCCCCC,97.23826,87.814415,25
CCCCCCCC=C(CCCCCC)CCCCCC,97.23826,87.814415,26
CCCCCCCC=C(CCCCCC)CCCCCC,97.117256,87.77344,27
CCCCCCCC=C(CCCCCC)CCCCCC,97.117256,87.77344,28
CCCCCCCC=C(CCCCCC)CCCCCC,97.07523,87.85413,29
CCCCCCCC=C(CCCCCC)CCCCCC,97.07523,87.85413,30
CCCCCCCC=C(CCCCCC)CCCCCC,97.41901,88.34282,31
CCCCCCCC=C(CCCCCC)CCCCCC,97.41901,88.34282,32
CCCCCCCC=C(CCCCCC)CCCCCC,82.49799,73.87983,33
CCCCCCCC=C(CCCCCC)CCCCCC,82.49799,73.87983,34
CCCCCCCC=C(CCCCCC)CCCCCC,105.92477,97.16535,35
CCCCCCCC=C(CCCCCC)CCCCCC,84.99563,76.80105,36
CCCCCCCC=C(CCCCCC)CCCCCC,84.99563,76.80105,37
CCCCCCCC=C(CCCCCC)CCCCCC,96.12592,86.949936,38
CCCCCCCC=C(CCCCCC)CCCCCC,96.12592,86.949936,39
CCCCCCCC=C(CCCCCC)CCCCCC,97.14515,87.788765,40
CCCCCCCC=C(CCCCCC)CCCCCC,97.14515,87.788765,41
CCCCCCCC=C(CCCCCC)CCCCCC,97.00504,87.60932,42
CCCCCCCC=C(CCCCCC)CCCCCC,97.00504,87.60932,43
CCCCCCCC=C(CCCCCC)CCCCCC,97.01032,87.646355,44
CCCCCCCC=C(CCCCCC)CCCCCC,97.01032,87.646355,45
CCCCCCCC=C(CCCCCC)CCCCCC,100.08565,91.13446,46
CCCCCCCC=C(CCCCCC)CCCCCC,100.08565,91.13446,47
CCCCCCCC=C(CCCCCC)CCCCCC,100.08565,91.13446,48
CCCCCCCC=C(CCCCCC)CCCCCC,84.99563,76.80105,49
CCCCCCCC=C(CCCCCC)CCCCCC,84.99563,76.80105,50
CCCCCCCC=C(CCCCCC)CCCCCC,96.12592,86.949936,51
CCCCCCCC=C(CCCCCC)CCCCCC,96.12592,86.949936,52
CCCCCCCC=C(CCCCCC)CCCCCC,97.14515,87.788765,53
CCCCCCCC=C(CCCCCC)CCCCCC,97.14515,87.788765,54
CCCCCCCC=C(CCCCCC)CCCCCC,97.00504,87.60932,55
CCCCCCCC=C(CCCCCC)CCCCCC,97.00504,87.60932,56
CCCCCCCC=C(CCCCCC)CCCCCC,97.01032,87.646355,57
CCCCCCCC=C(CCCCCC)CCCCCC,97.01032,87.646355,58
CCCCCCCC=C(CCCCCC)CCCCCC,100.08565,91.13446,59
CCCCCCCC=C(CCCCCC)CCCCCC,100.08565,91.13446,60
CCCCCCCC=C(CCCCCC)CCCCCC,100.08565,91.13446,61
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,89.14524,75.58986,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,87.37235,72.923996,1
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,88.141,73.60713,2
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,74.01417,60.355797,3
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,99.751076,85.95944,4
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,97.415184,85.466034,5
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,85.92519,72.968994,6
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,85.92519,72.968994,7
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,97.415184,85.466034,8
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,99.7266,85.93953,9
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,74.04171,60.402645,10
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,88.07009,73.52893,11
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,87.27616,73.034424,12
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,87.91166,73.57962,13
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,88.15911,73.7227,14
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,85.14982,71.69145,15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,94.09821,80.15216,16
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,93.23727,83.632195,17
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,101.37491,87.69302,18
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,93.55571,80.25799,19
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,100.08565,91.13446,20
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,100.08565,91.13446,21
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,100.08565,91.13446,22
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,96.992424,87.63082,23
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,96.992424,87.63082,24
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,97.108475,87.782326,25
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,97.108475,87.782326,26
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,97.43833,88.08932,27
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,97.43833,88.08932,28
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,83.837006,75.25239,29
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,83.837006,75.25239,30
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,106.24026,97.4816,31
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,107.184,98.393715,32
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,74.099556,66.17072,33
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,74.099556,66.17072,34
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,107.184,98.393715,35
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,106.24026,97.4816,36
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,83.80285,75.22358,37
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,83.80285,75.22358,38
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,97.441696,88.10944,39
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,97.441696,88.10944,40
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,97.06541,87.84609,41
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,97.06541,87.84609,42
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,96.76321,87.49268,43
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,96.76321,87.49268,44
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,97.17016,87.83987,45
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,97.17016,87.83987,46
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,97.68213,88.57777,47
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,97.68213,88.57777,48
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,92.17528,83.8853,49
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,92.17528,83.8853,50
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,98.24602,89.76403,51
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,98.24602,89.76403,52
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,98.24602,89.76403,53
CCCCCCCC/C=C/CCCCCCCC(=O)OC,89.16481,75.60658,0
CCCCCCCC/C=C/CCCCCCCC(=O)OC,87.4631,72.95253,1
CCCCCCCC/C=C/CCCCCCCC(=O)OC,87.72723,73.39945,2
CCCCCCCC/C=C/CCCCCCCC(=O)OC,87.58012,73.232025,3
CCCCCCCC/C=C/CCCCCCCC(=O)OC,87.539024,73.27172,4
CCCCCCCC/C=C/CCCCCCCC(=O)OC,88.07009,73.52893,5
CCCCCCCC/C=C/CCCCCCCC(=O)OC,73.99439,60.342384,6
CCCCCCCC/C=C/CCCCCCCC(=O)OC,99.53599,85.72812,7
CCCCCCCC/C=C/CCCCCCCC(=O)OC,96.43039,84.520355,8
CCCCCCCC/C=C/CCCCCCCC(=O)OC,99.53599,85.72812,9
CCCCCCCC/C=C/CCCCCCCC(=O)OC,73.99439,60.342384,10
CCCCCCCC/C=C/CCCCCCCC(=O)OC,88.07009,73.52893,11
CCCCCCCC/C=C/CCCCCCCC(=O)OC,87.27616,73.034424,12
CCCCCCCC/C=C/CCCCCCCC(=O)OC,87.91166,73.57962,13
CCCCCCCC/C=C/CCCCCCCC(=O)OC,88.15911,73.7227,14
CCCCCCCC/C=C/CCCCCCCC(=O)OC,85.14982,71.69145,15
CCCCCCCC/C=C/CCCCCCCC(=O)OC,94.09821,80.15216,16
CCCCCCCC/C=C/CCCCCCCC(=O)OC,93.23727,83.632195,17
CCCCCCCC/C=C/CCCCCCCC(=O)OC,101.37491,87.69302,18
CCCCCCCC/C=C/CCCCCCCC(=O)OC,93.55571,80.25799,19
CCCCCCCC/C=C/CCCCCCCC(=O)OC,100.08565,91.13446,20
CCCCCCCC/C=C/CCCCCCCC(=O)OC,100.08565,91.13446,21
CCCCCCCC/C=C/CCCCCCCC(=O)OC,100.08565,91.13446,22
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.01032,87.646355,23
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.01032,87.646355,24
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.23826,87.814415,25
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.23826,87.814415,26
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.167076,87.817444,27
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.167076,87.817444,28
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.123634,87.81948,29
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.123634,87.81948,30
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.06541,87.84609,31
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.06541,87.84609,32
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.441696,88.10944,33
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.441696,88.10944,34
CCCCCCCC/C=C/CCCCCCCC(=O)OC,83.819,75.233604,35
CCCCCCCC/C=C/CCCCCCCC(=O)OC,83.819,75.233604,36
CCCCCCCC/C=C/CCCCCCCC(=O)OC,106.21216,97.43322,37
CCCCCCCC/C=C/CCCCCCCC(=O)OC,106.21216,97.43322,38
CCCCCCCC/C=C/CCCCCCCC(=O)OC,83.819,75.233604,39
CCCCCCCC/C=C/CCCCCCCC(=O)OC,83.819,75.233604,40
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.441696,88.10944,41
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.441696,88.10944,42
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.06541,87.84609,43
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.06541,87.84609,44
CCCCCCCC/C=C/CCCCCCCC(=O)OC,96.76321,87.49268,45
CCCCCCCC/C=C/CCCCCCCC(=O)OC,96.76321,87.49268,46
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.17016,87.83987,47
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.17016,87.83987,48
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.68213,88.57777,49
CCCCCCCC/C=C/CCCCCCCC(=O)OC,97.68213,88.57777,50
CCCCCCCC/C=C/CCCCCCCC(=O)OC,92.17528,83.8853,51
CCCCCCCC/C=C/CCCCCCCC(=O)OC,92.17528,83.8853,52
CCCCCCCC/C=C/CCCCCCCC(=O)OC,98.24602,89.76403,53
CCCCCCCC/C=C/CCCCCCCC(=O)OC,98.24602,89.76403,54
CCCCCCCC/C=C/CCCCCCCC(=O)OC,98.24602,89.76403,55
CCCCCCCCC(CCCCCC)CCCCCC,89.16481,75.60658,0
CCCCCCCCC(CCCCCC)CCCCCC,87.4631,72.95253,1
CCCCCCCCC(CCCCCC)CCCCCC,87.72723,73.39945,2
CCCCCCCCC(CCCCCC)CCCCCC,87.621956,73.26996,3
CCCCCCCCC(CCCCCC)CCCCCC,87.58705,73.266075,4
CCCCCCCCC(CCCCCC)CCCCCC,86.60729,72.256454,5
CCCCCCCCC(CCCCCC)CCCCCC,86.39375,71.199524,6
CCCCCCCCC(CCCCCC)CCCCCC,84.617775,68.39852,7
CCCCCCCCC(CCCCCC)CCCCCC,84.617775,68.39852,8
CCCCCCCCC(CCCCCC)CCCCCC,86.399895,71.20512,9
CCCCCCCCC(CCCCCC)CCCCCC,86.61165,72.219925,10
CCCCCCCCC(CCCCCC)CCCCCC,87.67495,73.33844,11
CCCCCCCCC(CCCCCC)CCCCCC,87.45962,72.94945,12
CCCCCCCCC(CCCCCC)CCCCCC,89.16481,75.60658,13
CCCCCCCCC(CCCCCC)CCCCCC,84.617775,68.39852,14
CCCCCCCCC(CCCCCC)CCCCCC,86.399895,71.20512,15
CCCCCCCCC(CCCCCC)CCCCCC,86.61165,72.219925,16
CCCCCCCCC(CCCCCC)CCCCCC,87.67495,73.33844,17
CCCCCCCCC(CCCCCC)CCCCCC,87.45962,72.94945,18
CCCCCCCCC(CCCCCC)CCCCCC,89.16481,75.60658,19
CCCCCCCCC(CCCCCC)CCCCCC,100.08565,91.13446,20
CCCCCCCCC(CCCCCC)CCCCCC,100.08565,91.13446,21
CCCCCCCCC(CCCCCC)CCCCCC,100.08565,91.13446,22
CCCCCCCCC(CCCCCC)CCCCCC,97.01032,87.646355,23
CCCCCCCCC(CCCCCC)CCCCCC,97.01032,87.646355,24
CCCCCCCCC(CCCCCC)CCCCCC,97.23826,87.814415,25
CCCCCCCCC(CCCCCC)CCCCCC,97.23826,87.814415,26
CCCCCCCCC(CCCCCC)CCCCCC,97.167076,87.817444,27
CCCCCCCCC(CCCCCC)CCCCCC,97.167076,87.817444,28
CCCCCCCCC(CCCCCC)CCCCCC,97.17795,87.86824,29
